seed;fold;banda_nm;vip
42;1;405;1.8489990588454803
42;1;415;1.6376745299914888
42;1;425;1.5309319394612209
42;1;435;1.4705941234709599
42;1;445;1.3500920091848496
42;1;455;1.2603162319762087
42;1;465;1.1528632960652423
42;1;475;1.0604043704729762
42;1;485;0.9884672634294683
42;1;495;0.924493546206047
42;1;505;0.8954641577289711
42;1;515;0.9125183189275443
42;1;525;0.9089690159336489
42;1;535;0.8201294682414193
42;1;545;0.7175983983087515
42;1;555;0.6680228790903072
42;1;565;0.6833715450089499
42;1;575;0.7306006506319404
42;1;585;0.7746712602670065
42;1;595;0.8013057174740795
42;1;605;0.8351703135566264
42;1;615;0.8748301992661047
42;1;625;0.9085858053462263
42;1;635;0.9294886815904826
42;1;645;0.9571797045921521
42;1;655;0.9833719860032266
42;1;665;1.0093022946078778
42;1;675;0.9930423140470914
42;1;685;0.9123764029819657
42;1;694;0.8131408912693928
42;1;704;0.4873333047473568
42;1;714;0.43363281393571246
42;1;724;0.32959380180620423
42;1;734;0.778525419556185
42;1;743;1.3780323678602282
42;1;753;1.3538872988278052
42;1;763;1.1916881196916853
42;1;773;1.0624416607279235
42;1;783;1.0066999688052019
42;1;793;0.9823207336344288
42;1;803;0.9753681076498231
42;1;813;0.9582110489094687
42;1;823;0.9247336383232134
42;1;833;0.8766570126869584
42;1;843;0.8354696552190838
42;1;853;0.8013681774157323
42;1;863;0.7870987857255659
42;1;873;0.7838723104055805
42;1;883;0.7845463227869137
42;1;893;0.7858925527102159
42;1;903;0.7874194635755041
42;1;913;0.7876827826589169
42;1;923;0.7885502083927437
42;1;933;0.7894065381368024
42;1;943;0.7888717162888885
42;1;953;0.7879295427364386
42;1;963;0.786345842606325
42;1;973;0.7868273815244907
42;1;983;0.7945315551189948
42;1;993;0.8161814481447051
42;1;1003;0.8351644061709642
42;1;1013;0.8373450384317409
42;1;1023;0.824255597004334
42;1;1033;0.8411905508564587
42;1;1043;0.8410224359171284
42;1;1053;0.843994804485867
42;1;1063;0.8507252717903973
42;1;1073;0.846151728892573
42;1;1083;0.8401438720674157
42;1;1093;0.8346416804451335
42;1;1103;0.8400870109900292
42;1;1113;0.8475971654721617
42;1;1123;0.858800895903771
42;1;1133;0.8646176168294395
42;1;1143;0.8552063689662305
42;1;1153;0.8437374150638918
42;1;1163;0.8867658034350069
42;1;1173;0.9193438522928833
42;1;1183;0.9735844249668113
42;1;1193;1.019377571239335
42;1;1203;1.0386780092087131
42;1;1213;1.028377206946727
42;1;1223;0.9945743207283787
42;1;1233;0.9773922655066212
42;1;1243;0.9545458784358566
42;1;1253;0.9082846329733495
42;1;1263;0.8703273629662905
42;1;1273;0.833122449267407
42;1;1283;0.8000264179018376
42;1;1293;0.7742401336060581
42;1;1303;0.7595854418335282
42;1;1313;0.7533594622042638
42;1;1323;0.7864234010747294
42;1;1333;0.9416604027181643
42;1;1343;1.2145489251242132
42;1;1353;1.4388695915511958
42;1;1363;1.4843858107686845
42;1;1373;1.4857257447315835
42;1;1383;1.523399345024428
42;1;1393;1.5276909546191328
42;1;1403;1.5519046267219543
42;1;1413;1.520455064291159
42;1;1423;1.3766809818341528
42;1;1433;1.156715808655201
42;1;1443;0.9483218771388061
42;1;1453;0.8217593634656188
42;1;1463;0.763880181036874
42;1;1473;0.7533584721103236
42;1;1483;0.7833394831617929
42;1;1493;0.8344103047000805
42;1;1503;0.8924225557694161
42;1;1513;0.9581931414122278
42;1;1523;1.0140449097799336
42;1;1533;1.08302771865191
42;1;1543;1.1381443119346204
42;1;1553;1.1998319260910748
42;1;1563;1.2565419708220646
42;1;1573;1.3092451306183783
42;1;1583;1.3479432941908243
42;1;1593;1.3584795236079745
42;1;1603;1.3492129809102722
42;1;1613;1.297450884852734
42;1;1623;1.259403487085951
42;1;1633;1.2126314506684683
42;1;1643;1.1789178985819262
42;1;1653;1.0857053206478418
42;1;1663;0.9782978229170709
42;1;1673;0.8578374780209361
42;1;1683;0.7947498479157499
42;1;1693;0.8008126611740514
42;1;1703;0.8150512124679538
42;1;1713;0.7538010369851106
42;1;1723;0.7255683637487809
42;1;1733;0.7329752518309207
42;1;1743;0.7767937253320697
42;1;1753;0.789552360147658
42;1;1763;0.8027085647352743
42;1;1773;0.818311263819896
42;1;1783;0.7988499358216478
42;1;1793;0.7659842195294191
42;1;1803;0.7512570820938869
42;1;1813;0.7502004199453627
42;1;1823;0.7627669971631664
42;1;1833;0.8876018185233652
42;1;1843;0.9304162088556199
42;1;1853;0.9847111659616468
42;1;1863;1.039804755922585
42;1;1873;1.0657284145202472
42;1;1883;0.873355184188193
42;1;1893;0.22573397883726465
42;1;1903;1.0474931333142805
42;1;1913;1.410726890504333
42;1;1923;1.5618408454549222
42;1;1933;1.6366537261325513
42;1;1943;1.6770397382296747
42;1;1953;1.6673521483817357
42;1;1963;1.6062392676872936
42;1;1973;1.5355310597429752
42;1;1983;1.4474541984160172
42;1;1993;1.3142040935763188
42;1;2003;1.1658012642206994
42;1;2013;1.0428869349092196
42;1;2023;0.9787861577416108
42;1;2033;0.9230307995177288
42;1;2043;0.8903897955110165
42;1;2053;0.8632106419833399
42;1;2063;0.8608073125764739
42;1;2073;0.8536292716729743
42;1;2083;0.8460247721664419
42;1;2093;0.8332054498371646
42;1;2103;0.8206735112004316
42;1;2113;0.805658988639191
42;1;2123;0.7855266250669825
42;1;2133;0.7690038051608452
42;1;2143;0.7659424200205065
42;1;2153;0.7765278692719861
42;1;2163;0.8017115856214518
42;1;2173;0.8313139185394541
42;1;2183;0.8601752553603963
42;1;2193;0.8990549581033274
42;1;2203;0.9325450072869477
42;1;2213;0.9597699606133684
42;1;2223;0.9921989049582454
42;1;2233;1.0224236230462227
42;1;2243;1.0640121277719885
42;1;2253;1.0476087040797424
42;1;2263;0.9727879824578446
42;1;2273;0.8762415379579866
42;1;2283;0.8163566944872157
42;1;2293;0.8524821048962572
42;1;2303;0.8658327504330258
42;1;2313;0.812603942552626
42;1;2323;0.7836012958520912
42;1;2333;0.7920365906592685
42;1;2343;0.8113927527846408
42;1;2353;0.8084797733403328
42;1;2363;0.7803877328616852
42;1;2373;0.7532705866656967
42;1;2383;0.7140212197453489
42;1;2393;0.6651537837049066
42;1;2403;0.6495800937952899
42;1;2413;0.69598592432376
42;1;2423;0.8151196491955414
42;1;2433;1.0565115429913199
42;1;2443;1.3776414870130806
42;1;2449;1.5132809700807996
42;2;405;1.8045655000478322
42;2;415;1.6575013414908466
42;2;425;1.5578048804044096
42;2;435;1.5027248185865767
42;2;445;1.4003493305321224
42;2;455;1.3167851185237218
42;2;465;1.2257342321642493
42;2;475;1.1390787578553094
42;2;485;1.0689358825625856
42;2;495;1.0144082369991991
42;2;505;0.9978239910757954
42;2;515;1.070496142324752
42;2;525;1.1569804412127997
42;2;535;1.0635409055861615
42;2;545;0.9222851013869197
42;2;555;0.8208094207129002
42;2;565;0.7735226478040779
42;2;575;0.7576153183319221
42;2;585;0.7521284762379556
42;2;595;0.7559482487644447
42;2;605;0.7647454220199676
42;2;615;0.7842907808859718
42;2;625;0.8002483638110578
42;2;635;0.8122923431540311
42;2;645;0.8357347042164731
42;2;655;0.856859089575693
42;2;665;0.8792908160163273
42;2;675;0.8763706456564795
42;2;685;0.8422810305344228
42;2;694;0.7930333276681742
42;2;704;0.557476153662264
42;2;714;0.27900886951139403
42;2;724;0.3661148286887867
42;2;734;0.8312879039408425
42;2;743;1.1904431520593268
42;2;753;1.140401712735323
42;2;763;1.0199406596649436
42;2;773;0.9350478050111211
42;2;783;0.9038140306350889
42;2;793;0.8857770764696925
42;2;803;0.8821205343178016
42;2;813;0.8701856391989097
42;2;823;0.8592353005361995
42;2;833;0.8423370557367773
42;2;843;0.8342516960222298
42;2;853;0.8274682141852515
42;2;863;0.8278413692706283
42;2;873;0.8300755771548458
42;2;883;0.8326161485439548
42;2;893;0.8346953722481494
42;2;903;0.8364498447705816
42;2;913;0.8389709012304466
42;2;923;0.8407971136125609
42;2;933;0.8413739413587239
42;2;943;0.8436311359426768
42;2;953;0.8430137973066696
42;2;963;0.8457630804881398
42;2;973;0.8593613666519071
42;2;983;0.8792531757314047
42;2;993;0.9125628554850002
42;2;1003;0.9351787525586525
42;2;1013;0.938509499242038
42;2;1023;0.9318665827450371
42;2;1033;0.9400481043977585
42;2;1043;0.9478378850348201
42;2;1053;0.9610483367574284
42;2;1063;0.97542740188773
42;2;1073;0.9923570721330714
42;2;1083;1.004558714022484
42;2;1093;1.009616489309022
42;2;1103;1.0013798454360474
42;2;1113;0.9885098992923879
42;2;1123;0.9618785265769074
42;2;1133;0.928835494967234
42;2;1143;0.876932742828417
